"","regions","cluster"
"700","chr2-10098166-10098523","healthy"
"701","chr2-10104659-10105271","healthy"
"702","chr2-10173590-10174574","healthy"
"703","chr2-10218878-10219220","healthy"
"704","chr2-10370496-10371227","healthy"
"705","chr2-10400234-10401296","healthy"
"706","chr2-10428870-10429220","healthy"
"707","chr2-10545419-10545909","healthy"
"708","chr2-10569390-10569782","healthy"
"709","chr2-11371396-11372114","healthy"
"710","chr2-11389181-11390254","healthy"
"711","chr2-11417999-11418328","healthy"
"712","chr2-11423022-11423488","healthy"
"713","chr2-11515436-11515943","healthy"
"714","chr2-11516982-11517520","healthy"
"715","chr2-11539006-11540147","healthy"
"716","chr2-11544547-11544889","healthy"
"717","chr2-15687497-15688251","healthy"
"718","chr2-15837494-15838045","healthy"
"719","chr2-15874385-15875921","healthy"
"720","chr2-15918313-15918761","healthy"
"721","chr2-15925510-15926176","healthy"
"722","chr2-15938103-15938547","healthy"
"723","chr2-15939564-15940860","healthy"
"724","chr2-16083383-16083875","healthy"
"725","chr2-17763432-17763968","healthy"
"726","chr2-17976680-17977975","healthy"
"727","chr2-18045144-18045615","healthy"
"728","chr2-20093092-20093985","healthy"
"729","chr2-20113387-20115121","healthy"
"730","chr2-20121841-20122141","healthy"
"731","chr2-20128347-20128586","healthy"
"732","chr2-20128895-20130071","healthy"
"733","chr2-20192768-20193169","healthy"
"734","chr2-20196066-20197185","healthy"
"735","chr2-20205091-20205330","healthy"
"736","chr2-20205688-20206538","healthy"
"737","chr2-20215205-20215618","healthy"
"738","chr2-20217473-20217926","healthy"
"739","chr2-20505865-20506721","healthy"
"740","chr2-20537953-20540356","healthy"
"741","chr2-20579914-20580206","healthy"
"742","chr2-20596849-20597527","healthy"
"743","chr2-20684523-20685130","healthy"
"744","chr2-20690967-20691550","healthy"
"745","chr2-23874707-23875232","healthy"
"746","chr2-25620624-25621152","healthy"
"747","chr2-26240900-26241202","healthy"
"748","chr2-27017968-27018435","healthy"
"749","chr2-27092563-27093442","healthy"
"750","chr2-27093627-27094160","healthy"
"751","chr2-27094950-27095242","healthy"
"752","chr2-27095540-27095943","healthy"
"753","chr2-27376916-27377191","healthy"
"754","chr2-27377999-27378881","healthy"
"755","chr2-27501020-27501369","healthy"
"756","chr2-27520229-27520683","healthy"
"757","chr2-27650048-27650753","healthy"
"758","chr2-27763247-27763577","healthy"
"759","chr2-27853976-27854654","healthy"
"760","chr2-29755686-29756772","healthy"
"761","chr2-30371574-30372354","healthy"
"762","chr2-30894312-30895110","healthy"
"763","chr2-30912736-30913578","healthy"
"764","chr2-30943471-30944009","healthy"
"765","chr2-30947529-30948663","healthy"
"766","chr2-30956987-30958110","healthy"
"767","chr2-30977370-30978242","healthy"
"768","chr2-31049206-31049775","healthy"
"769","chr2-31049911-31050570","healthy"
"770","chr2-31082989-31084075","healthy"
"771","chr2-32249706-32250702","healthy"
"772","chr2-32414941-32415644","healthy"
"773","chr2-32441697-32442538","healthy"
"774","chr2-33015340-33016166","healthy"
"775","chr2-36380686-36381626","healthy"
"776","chr2-36915573-36916033","healthy"
"777","chr2-37560160-37561222","healthy"
"778","chr2-37897381-37897879","healthy"
"779","chr2-38362113-38362602","healthy"
"780","chr2-38406390-38407622","healthy"
"781","chr2-38408407-38409833","healthy"
"782","chr2-38432461-38433556","healthy"
"783","chr2-38793555-38795107","healthy"
"784","chr2-42504518-42505122","healthy"
"785","chr2-42509996-42510550","healthy"
"786","chr2-42558659-42559183","healthy"
"787","chr2-42562317-42562861","healthy"
"788","chr2-42732282-42732994","healthy"
"789","chr2-42925882-42926893","healthy"
"790","chr2-44183322-44184442","healthy"
"791","chr2-44282657-44283561","healthy"
"792","chr2-45741359-45741911","healthy"
"793","chr2-46041942-46042738","healthy"
"794","chr2-46347210-46348104","healthy"
"795","chr2-46348917-46349497","healthy"
"796","chr2-46471716-46472057","healthy"
"797","chr2-47570395-47571805","healthy"
"798","chr2-48219484-48220479","healthy"
"799","chr2-48444353-48444673","healthy"
"800","chr2-48450774-48451476","healthy"
"801","chr2-48551045-48551937","healthy"
"802","chr2-54099694-54101107","healthy"
"803","chr2-54103659-54104194","healthy"
"804","chr2-54432312-54432875","healthy"
"805","chr2-54480786-54481851","healthy"
"806","chr2-54901150-54901930","healthy"
"807","chr2-55459356-55460910","healthy"
"808","chr2-55727450-55727925","healthy"
"809","chr2-55786131-55787066","healthy"
"810","chr2-60810046-60810647","healthy"
"811","chr2-60846753-60847313","healthy"
"812","chr2-61157231-61158154","healthy"
"813","chr2-61204832-61205454","healthy"
"814","chr2-61878764-61879939","healthy"
"815","chr2-61962057-61962751","healthy"
"816","chr2-61978469-61978937","healthy"
"817","chr2-62010614-62011647","healthy"
"818","chr2-62014001-62014564","healthy"
"819","chr2-62369280-62370306","healthy"
"820","chr2-62641130-62641922","healthy"
"821","chr2-62789096-62789865","healthy"
"822","chr2-63594714-63595041","healthy"
"823","chr2-63696988-63697484","healthy"
"824","chr2-63716057-63717214","healthy"
"825","chr2-64234138-64235388","healthy"
"826","chr2-64543657-64543926","healthy"
"827","chr2-64581752-64582558","healthy"
"828","chr2-64808577-64809184","healthy"
"829","chr2-64963344-64963994","healthy"
"830","chr2-65131646-65131862","healthy"
"831","chr2-65140629-65141070","healthy"
"832","chr2-65182582-65182906","healthy"
"833","chr2-66683131-66684026","healthy"
"834","chr2-67277225-67277831","healthy"
"835","chr2-67322399-67322998","healthy"
"836","chr2-69549816-69550480","healthy"
"837","chr2-69585380-69586490","healthy"
"838","chr2-69588909-69589396","healthy"
"839","chr2-69612538-69613041","healthy"
"840","chr2-70104176-70104548","healthy"
"841","chr2-70269313-70269963","healthy"
"842","chr2-70285943-70286766","healthy"
"843","chr2-70286946-70287467","healthy"
"844","chr2-70411570-70412666","healthy"
"845","chr2-70514434-70515075","healthy"
"846","chr2-71063274-71063541","healthy"
"847","chr2-71428511-71429080","healthy"
"848","chr2-72949011-72949335","healthy"
"849","chr2-72965772-72966489","healthy"
"850","chr2-72995849-72996392","healthy"
"851","chr2-73000960-73001567","healthy"
"852","chr2-73020708-73022220","healthy"
"853","chr2-73031675-73032748","healthy"
"854","chr2-73033659-73034219","healthy"
"855","chr2-73054878-73055349","healthy"
"856","chr2-73080700-73081302","healthy"
"857","chr2-73088244-73088486","healthy"
"858","chr2-73610069-73610756","healthy"
"859","chr2-73637387-73637829","healthy"
"860","chr2-73642132-73643101","healthy"
"861","chr2-73649531-73649901","healthy"
"862","chr2-73651111-73652217","healthy"
"863","chr2-73685502-73686716","healthy"
"864","chr2-73686852-73687127","healthy"
"865","chr2-73712557-73712817","healthy"
"866","chr2-73716127-73717241","healthy"
"867","chr2-73999801-74000548","healthy"
"868","chr2-74008288-74008503","healthy"
"869","chr2-74213850-74214402","healthy"
"870","chr2-74411008-74411335","healthy"
"871","chr2-74412928-74413355","healthy"
"872","chr2-74429392-74430545","healthy"
"873","chr2-74446439-74446725","healthy"
"874","chr2-75516317-75517108","healthy"
"875","chr2-75518531-75519155","healthy"
"876","chr2-75569270-75569987","healthy"
"877","chr2-75605757-75606785","healthy"
"878","chr2-77175111-77175563","healthy"
"879","chr2-84302577-84303265","healthy"
"880","chr2-84421860-84422134","healthy"
"881","chr2-84425250-84425696","healthy"
"882","chr2-84427177-84427664","healthy"
"883","chr2-84470418-84471178","healthy"
"884","chr2-84487388-84488049","healthy"
"885","chr2-84845859-84847239","healthy"
"886","chr2-85324449-85325271","healthy"
"887","chr2-85427151-85427705","healthy"
"888","chr2-85468049-85469127","healthy"
"889","chr2-85470573-85471468","healthy"
"890","chr2-85475572-85476392","healthy"
"891","chr2-85546162-85546772","healthy"
"892","chr2-85644477-85645307","healthy"
"893","chr2-85650579-85651605","healthy"
"894","chr2-85723204-85723421","healthy"
"895","chr2-86079610-86080976","healthy"
"896","chr2-86094020-86094601","healthy"
"897","chr2-86672655-86672989","healthy"
"898","chr2-88060158-88060690","healthy"
"899","chr2-88116670-88117323","healthy"
"900","chr2-88122418-88122709","healthy"
"901","chr2-88127637-88128322","healthy"
"902","chr2-88138937-88139632","healthy"
"903","chr2-88159571-88160394","healthy"
"904","chr2-88161372-88162664","healthy"
"905","chr2-88175158-88175549","healthy"
"906","chr2-88178796-88180071","healthy"
"907","chr2-94585874-94586400","healthy"
"908","chr2-94594065-94594793","healthy"
"909","chr2-94597009-94597365","healthy"
"910","chr2-94597864-94598725","healthy"
"911","chr2-96205848-96206147","healthy"
"912","chr2-96356549-96357290","healthy"
"913","chr2-96713749-96715066","healthy"
"914","chr2-97705132-97705688","healthy"
"915","chr2-97967512-97968219","healthy"
"916","chr2-97970291-97970774","healthy"
"917","chr2-98649113-98649808","healthy"
"918","chr2-98701357-98702799","healthy"
"919","chr2-100745186-100746020","healthy"
"920","chr2-100844970-100845647","healthy"
"921","chr2-102605384-102606803","healthy"
"922","chr2-102618739-102620183","healthy"
"923","chr2-104900718-104902234","healthy"
"924","chr2-105420701-105421483","healthy"
"925","chr2-106269367-106270847","healthy"
"926","chr2-106384321-106385024","healthy"
"927","chr2-106388525-106389269","healthy"
"928","chr2-108811203-108811889","healthy"
"929","chr2-108924546-108925014","healthy"
"930","chr2-109038891-109039359","healthy"
"931","chr2-109064871-109065692","healthy"
"932","chr2-109494308-109495562","healthy"
"933","chr2-109516881-109517692","healthy"
"934","chr2-109535218-109535885","healthy"
"935","chr2-109622954-109623724","healthy"
"936","chr2-109690447-109691624","healthy"
"937","chr2-109711895-109712392","healthy"
"938","chr2-109721997-109722450","healthy"
"939","chr2-109727545-109727873","healthy"
"940","chr2-110103290-110103657","healthy"
"941","chr2-111903157-111903691","healthy"
"942","chr2-112241845-112242562","healthy"
"943","chr2-112636529-112637313","healthy"
"944","chr2-113239296-113239847","healthy"
"945","chr2-113274439-113274768","healthy"
"946","chr2-114550188-114550894","healthy"
"947","chr2-117916995-117917999","healthy"
"948","chr2-118002394-118003817","healthy"
"949","chr2-119374979-119375539","healthy"
"950","chr2-119416466-119417206","healthy"
"951","chr2-119417696-119418283","healthy"
"952","chr2-119431023-119432140","healthy"
"953","chr2-119435170-119435684","healthy"
"954","chr2-119438029-119438501","healthy"
"955","chr2-119442052-119442474","healthy"
"956","chr2-119715267-119716267","healthy"
"957","chr2-119732656-119733008","healthy"
"958","chr2-119739549-119740232","healthy"
"959","chr2-119756770-119757243","healthy"
"960","chr2-120257915-120258577","healthy"
"961","chr2-121120768-121121393","healthy"
"962","chr2-121210826-121212147","healthy"
"963","chr2-126898455-126899013","healthy"
"964","chr2-126971090-126972502","healthy"
"965","chr2-127034575-127035552","healthy"
"966","chr2-127053429-127054540","healthy"
"967","chr2-127096719-127097044","healthy"
"968","chr2-127114944-127115911","healthy"
"969","chr2-127137198-127138724","healthy"
"970","chr2-127157749-127158236","healthy"
"971","chr2-127161163-127162143","healthy"
"972","chr2-127170403-127171364","healthy"
"973","chr2-127437883-127438812","healthy"
"974","chr2-127464354-127465350","healthy"
"975","chr2-127490268-127490640","healthy"
"976","chr2-127563269-127564116","healthy"
"977","chr2-127806225-127806684","healthy"
"978","chr2-130168542-130169288","healthy"
"979","chr2-131016815-131017522","healthy"
"980","chr2-131018538-131018941","healthy"
"981","chr2-131077106-131077724","healthy"
"982","chr2-131101715-131102030","healthy"
"983","chr2-131130949-131131615","healthy"
"984","chr2-132560705-132561912","healthy"
"985","chr2-132631755-132632713","healthy"
"986","chr2-133336106-133336593","healthy"
"987","chr2-134581876-134582867","healthy"
"988","chr2-134837782-134838641","healthy"
"989","chr2-134845079-134846569","healthy"
"990","chr2-135074005-135074659","healthy"
"991","chr2-135635226-135635762","healthy"
"992","chr2-138712809-138713559","healthy"
"993","chr2-142020196-142021028","healthy"
"994","chr2-142877254-142877747","healthy"
"995","chr2-142989291-142990285","healthy"
"996","chr2-143075042-143075503","healthy"
"997","chr2-148283574-148283888","healthy"
"998","chr2-148511846-148512189","healthy"
"999","chr2-148520063-148520596","healthy"
"1000","chr2-151831021-151831283","healthy"
"1001","chr2-151974937-151976107","healthy"
"1002","chr2-154587647-154588048","healthy"
"1003","chr2-157841917-157842525","healthy"
"1004","chr2-157866838-157867455","healthy"
"1005","chr2-158033174-158034872","healthy"
"1006","chr2-158101175-158101853","healthy"
"1007","chr2-158120389-158121166","healthy"
"1008","chr2-158130736-158132531","healthy"
"1009","chr2-158741339-158742379","healthy"
"1010","chr2-160077867-160078612","healthy"
"1011","chr2-162065567-162065998","healthy"
"1012","chr2-163828505-163829201","healthy"
"1013","chr2-165920883-165921767","healthy"
"1014","chr2-166134035-166134710","healthy"
"1015","chr2-166137811-166138126","healthy"
"1016","chr2-166375159-166376554","healthy"
"1017","chr2-168801994-168802767","healthy"
"1018","chr2-169129564-169130430","healthy"
"1019","chr2-169344670-169345292","healthy"
"1020","chr2-169345820-169346576","healthy"
"1021","chr2-169386591-169387201","healthy"
"1022","chr2-171735380-171736518","healthy"
"1023","chr2-171837719-171838138","healthy"
"1024","chr2-172389300-172390305","healthy"
"1025","chr2-172507914-172508775","healthy"
"1026","chr2-174389391-174390570","healthy"
"1027","chr2-174482932-174483189","healthy"
"1028","chr2-174484186-174484479","healthy"
"1029","chr2-174484653-174484890","healthy"
"1030","chr2-174641041-174641549","healthy"
"1031","chr2-174645151-174645806","healthy"
"1032","chr2-175030410-175031289","healthy"
"1033","chr2-177247480-177248546","healthy"
"1034","chr2-178153561-178154275","healthy"
"1035","chr2-178193655-178195435","healthy"
"1036","chr2-178506406-178506981","healthy"
"1037","chr2-179668975-179669648","healthy"
"1038","chr2-181619487-181620377","healthy"
"1039","chr2-182062371-182062942","healthy"
"1040","chr2-182784000-182784984","healthy"
"1041","chr2-185970200-185970924","healthy"
"1042","chr2-187403214-187404291","healthy"
"1043","chr2-187431592-187432206","healthy"
"1044","chr2-189427190-189428441","healthy"
"1045","chr2-190314680-190315077","healthy"
"1046","chr2-190369538-190369957","healthy"
"1047","chr2-190815050-190815864","healthy"
"1048","chr2-191660402-191661206","healthy"
"1049","chr2-191691936-191692231","healthy"
"1050","chr2-195711353-195712163","healthy"
"1051","chr2-199936200-199936916","healthy"
"1052","chr2-200590065-200590514","healthy"
"1053","chr2-200660786-200661126","healthy"
"1054","chr2-201464377-201465073","healthy"
"1055","chr2-201758098-201758591","healthy"
"1056","chr2-201930437-201930814","healthy"
"1057","chr2-202769107-202769525","healthy"
"1058","chr2-203040660-203041610","healthy"
"1059","chr2-203254409-203255052","healthy"
"1060","chr2-203299593-203300524","healthy"
"1061","chr2-203442347-203442865","healthy"
"1062","chr2-204827792-204828635","healthy"
"1063","chr2-205981872-205982251","healthy"
"1064","chr2-206015993-206016785","healthy"
"1065","chr2-207143114-207144289","healthy"
"1066","chr2-207733715-207735081","healthy"
"1067","chr2-207799143-207799606","healthy"
"1068","chr2-207944915-207945638","healthy"
"1069","chr2-208092237-208093073","healthy"
"1070","chr2-208101668-208102294","healthy"
"1071","chr2-208174974-208175667","healthy"
"1072","chr2-208199493-208200074","healthy"
"1073","chr2-208212864-208213492","healthy"
"1074","chr2-208232735-208233149","healthy"
"1075","chr2-208234195-208234450","healthy"
"1076","chr2-208529099-208530579","healthy"
"1077","chr2-210197640-210198543","healthy"
"1078","chr2-217813703-217814153","healthy"
"1079","chr2-217929796-217930678","healthy"
"1080","chr2-217942435-217944326","healthy"
